ts_ny,yes_bid,yes_ask,yes_bid_depth,yes_ask_depth,no_bid,no_ask,no_bid_depth,no_ask_depth
2026-01-02T19:00:29.408424-05:00,0.48,0.49,3083.77,4025.2999999999997,0.51,0.52,4025.2999999999997,3083.77
2026-01-02T19:00:30.418372-05:00,0.49,0.5,2759.49,3853.58,0.5,0.51,3853.58,2759.49
2026-01-02T19:00:31.537818-05:00,0.5,0.51,4044.7599999999998,3258.42,0.49,0.5,3258.42,4044.7599999999998
2026-01-02T19:00:32.527579-05:00,0.5,0.51,3901.5299999999997,3113.42,0.49,0.5,3113.42,3901.5299999999997
2026-01-02T19:00:33.639440-05:00,0.5,0.51,3910.5299999999997,3126.74,0.49,0.5,3126.74,3910.5299999999997
2026-01-02T19:00:34.639997-05:00,0.5,0.51,4132.73,3250.18,0.49,0.5,3250.18,4132.73
2026-01-02T19:00:35.655835-05:00,0.51,0.52,4636.62,3472.42,0.48,0.49,3472.42,4636.62
2026-01-02T19:00:36.655391-05:00,0.51,0.52,4682.8,3284.74,0.48,0.49,3284.74,4682.8
2026-01-02T19:00:37.658047-05:00,0.51,0.52,4636.51,3286.25,0.48,0.49,3286.25,4636.51
2026-01-02T19:00:38.757931-05:00,0.51,0.52,4590.75,3367.85,0.48,0.49,3367.85,4590.75
2026-01-02T19:00:39.770222-05:00,0.51,0.52,4703.08,3435.98,0.48,0.49,3435.98,4703.08
2026-01-02T19:00:40.762014-05:00,0.5,0.52,3875.59,4365.3099999999995,0.48,0.5,4365.3099999999995,3875.59
2026-01-02T19:00:41.802545-05:00,0.51,0.52,3459.54,4412.24,0.48,0.49,4412.24,3459.54
2026-01-02T19:00:42.797001-05:00,0.51,0.52,3459.54,4412.24,0.48,0.49,4412.24,3459.54
2026-01-02T19:00:43.832891-05:00,0.51,0.53,3646.82,4845.48,0.47,0.49,4845.48,3646.82
2026-01-02T19:00:44.831050-05:00,0.53,0.54,4438.36,3516.22,0.46,0.47,3516.22,4438.36
2026-01-02T19:00:45.822889-05:00,0.55,0.56,3131.34,4742.84,0.44,0.45,4742.84,3131.34
2026-01-02T19:00:47.132868-05:00,0.55,0.56,4048.07,4233.87,0.44,0.45,4233.87,4048.07
2026-01-02T19:00:48.131420-05:00,0.55,0.56,4070.2000000000003,3931.51,0.44,0.45,3931.51,4070.2000000000003
2026-01-02T19:00:49.186551-05:00,0.55,0.56,4070.4900000000002,3919.63,0.44,0.45,3919.63,4070.4900000000002
2026-01-02T19:00:50.183483-05:00,0.55,0.56,4203.85,3929.96,0.44,0.45,3929.96,4203.85
2026-01-02T19:00:51.207986-05:00,0.55,0.56,4112.02,3882.67,0.44,0.45,3882.67,4112.02
2026-01-02T19:00:52.197933-05:00,0.56,0.57,3760.39,4094.65,0.43,0.44,4094.65,3760.39
2026-01-02T19:00:53.208391-05:00,0.55,0.56,3650.1,4332.86,0.44,0.45,4332.86,3650.1
2026-01-02T19:00:54.198737-05:00,0.55,0.57,3912.92,4602.68,0.43,0.45,4602.68,3912.92
2026-01-02T19:00:55.218460-05:00,0.55,0.56,3157.57,4828.89,0.44,0.45,4828.89,3157.57
2026-01-02T19:00:56.352919-05:00,0.55,0.56,3165.83,4873.36,0.44,0.45,4873.36,3165.83
2026-01-02T19:00:57.422099-05:00,0.54,0.55,3511.27,4491.88,0.45,0.46,4491.88,3511.27
2026-01-02T19:00:58.422144-05:00,0.54,0.55,3538.28,4432.87,0.45,0.46,4432.87,3538.28
2026-01-02T19:00:59.417368-05:00,0.54,0.56,3571.48,4952.44,0.44,0.46,4952.44,3571.48
2026-01-02T19:01:00.440720-05:00,0.55,0.56,3209.4900000000002,5051.65,0.44,0.45,5051.65,3209.4900000000002
2026-01-02T19:01:01.460657-05:00,0.55,0.56,3209.4900000000002,5051.65,0.44,0.45,5051.65,3209.4900000000002
2026-01-02T19:01:02.452750-05:00,0.55,0.56,3828.51,4571.84,0.44,0.45,4571.84,3828.51
2026-01-02T19:01:03.454046-05:00,0.55,0.56,3817.37,4615.54,0.44,0.45,4615.54,3817.37
2026-01-02T19:01:04.453243-05:00,0.55,0.58,3641.4,4270.12,0.42,0.45,4270.12,3641.4
2026-01-02T19:01:05.449536-05:00,0.57,0.58,2810.27,4930.03,0.42,0.43,4930.03,2810.27
2026-01-02T19:01:06.481423-05:00,0.56,0.57,3223.2,3857.09,0.43,0.44,3857.09,3223.2
2026-01-02T19:01:07.527347-05:00,0.56,0.58,3320.46,4992.22,0.42,0.44,4992.22,3320.46
2026-01-02T19:01:08.581161-05:00,0.56,0.58,3412.7,4871.22,0.42,0.44,4871.22,3412.7
2026-01-02T19:01:09.625079-05:00,0.55,0.56,3846.08,3624.57,0.44,0.45,3624.57,3846.08
2026-01-02T19:01:10.637025-05:00,0.56,0.57,3543.31,3656.5,0.43,0.44,3656.5,3543.31
2026-01-02T19:01:11.707826-05:00,0.56,0.57,3872.93,3351.0299999999997,0.43,0.44,3351.0299999999997,3872.93
2026-01-02T19:01:12.716033-05:00,0.57,0.58,3631.12,4467.2,0.42,0.43,4467.2,3631.12
2026-01-02T19:01:13.720329-05:00,0.59,0.6,2888.59,3790.03,0.4,0.41,3820.03,2848.59
2026-01-02T19:01:14.715721-05:00,0.58,0.59,2837.84,3623.44,0.41,0.42,3623.44,2837.84
2026-01-02T19:01:15.714073-05:00,0.58,0.59,3197.0499999999997,3935.84,0.41,0.42,3935.84,3197.0499999999997
2026-01-02T19:01:16.715565-05:00,0.58,0.59,3207.61,3843.57,0.41,0.42,3843.57,3207.61
2026-01-02T19:01:17.719765-05:00,0.58,0.6,3352.9900000000002,4095.83,0.4,0.42,4095.83,3352.9900000000002
2026-01-02T19:01:18.717469-05:00,0.58,0.6,3352.9900000000002,4095.83,0.4,0.42,4095.83,3352.9900000000002
2026-01-02T19:01:19.738146-05:00,0.61,0.62,3675.72,4132.2,0.38,0.39,4132.2,3675.72
2026-01-02T19:01:20.755437-05:00,0.6,0.62,4210.75,4206.2,0.38,0.4,4206.2,4210.75
2026-01-02T19:01:21.768222-05:00,0.59,0.62,4135.86,4129.56,0.38,0.41,4129.56,4135.86
2026-01-02T19:01:22.937817-05:00,0.59,0.62,4249.51,4562.49,0.38,0.41,4562.49,4249.51
2026-01-02T19:01:23.984443-05:00,0.61,0.63,4653.5,4081.31,0.37,0.39,4081.31,4653.5
2026-01-02T19:01:25.002731-05:00,0.62,0.64,3948.16,4563.74,0.36,0.38,4563.74,3948.16
2026-01-02T19:01:25.997910-05:00,0.61,0.62,4076.31,4443.55,0.38,0.39,4443.55,4076.31
2026-01-02T19:01:27.008519-05:00,0.59,0.61,3052.22,5194.05,0.39,0.41,5194.05,3052.22
2026-01-02T19:01:27.995335-05:00,0.59,0.6,2981.2,4733.83,0.4,0.41,4733.83,2981.2
2026-01-02T19:01:29.000751-05:00,0.59,0.62,3130.79,5129.39,0.38,0.41,5129.39,3130.79
2026-01-02T19:01:29.995659-05:00,0.59,0.61,3224.79,4903.67,0.39,0.41,4903.67,3224.79
2026-01-02T19:01:30.999868-05:00,0.6,0.61,2800.21,4920.67,0.39,0.4,4920.67,2800.21
2026-01-02T19:01:32.025089-05:00,0.59,0.61,3414.45,5609.26,0.39,0.41,5609.26,3414.45
2026-01-02T19:01:33.178046-05:00,0.6,0.61,3084.99,5769.04,0.39,0.4,5769.04,3084.99
2026-01-02T19:01:34.195379-05:00,0.6,0.61,3098.99,5717.07,0.39,0.4,5717.07,3098.99
2026-01-02T19:01:35.186333-05:00,0.6,0.61,3179.49,5753.72,0.39,0.4,5753.72,3179.49
2026-01-02T19:01:36.186349-05:00,0.6,0.61,3122.46,5753.88,0.39,0.4,5753.88,3122.46
2026-01-02T19:01:37.187761-05:00,0.6,0.61,3043.2799999999997,5734.89,0.39,0.4,5734.89,3043.2799999999997
2026-01-02T19:01:38.190527-05:00,0.6,0.61,3166.77,5756.03,0.39,0.4,5756.03,3166.77
2026-01-02T19:01:39.184209-05:00,0.6,0.61,3162.3,5765.22,0.39,0.4,5765.22,3162.3
2026-01-02T19:01:40.234662-05:00,0.6,0.61,3752.31,5580.77,0.39,0.4,5580.77,3752.31
2026-01-02T19:01:41.237615-05:00,0.59,0.6,4149.69,4661.01,0.4,0.41,4661.01,4149.69
2026-01-02T19:01:42.394150-05:00,0.59,0.6,4158.16,4607.91,0.4,0.41,4607.91,4158.16
2026-01-02T19:01:43.398024-05:00,0.59,0.61,4185.69,5442.14,0.39,0.41,5442.14,4185.69
2026-01-02T19:01:44.646383-05:00,0.59,0.6,4203.08,4689.18,0.4,0.41,4689.18,4203.08
2026-01-02T19:01:45.640323-05:00,0.6,0.62,3653.45,5876.4400000000005,0.38,0.4,5876.4400000000005,3653.45
2026-01-02T19:01:46.666162-05:00,0.6,0.61,3665.32,5421.29,0.39,0.4,5421.29,3665.32
2026-01-02T19:01:47.804632-05:00,0.61,0.62,3521.76,5902.16,0.38,0.39,5902.16,3521.76
2026-01-02T19:01:48.795195-05:00,0.61,0.62,3292.78,5806.21,0.38,0.39,5806.21,3292.78
2026-01-02T19:01:49.802375-05:00,0.6,0.62,3788.49,5789.37,0.38,0.4,5789.37,3788.49
2026-01-02T19:01:50.858630-05:00,0.6,0.62,3896.91,5831.81,0.38,0.4,5831.81,3896.91
2026-01-02T19:01:51.858268-05:00,0.61,0.62,3641.85,4761.66,0.38,0.39,4761.66,3641.85
2026-01-02T19:01:52.860178-05:00,0.61,0.63,3615.95,5362.54,0.37,0.39,5362.54,3615.95
2026-01-02T19:01:53.862295-05:00,0.61,0.63,3615.95,5362.54,0.37,0.39,5362.54,3615.95
2026-01-02T19:01:54.955694-05:00,0.61,0.62,3449.06,4934.6900000000005,0.38,0.39,4934.6900000000005,3449.06
2026-01-02T19:01:55.966882-05:00,0.61,0.62,3475.96,4951.4400000000005,0.38,0.39,4951.4400000000005,3475.96
2026-01-02T19:01:56.973517-05:00,0.61,0.62,3516.18,4896.82,0.38,0.39,4896.82,3516.18
2026-01-02T19:01:57.985217-05:00,0.62,0.63,3531.49,5300.54,0.37,0.38,5300.54,3531.49
2026-01-02T19:01:58.985566-05:00,0.62,0.63,3617.65,5442.04,0.37,0.38,5442.04,3617.65
2026-01-02T19:01:59.996188-05:00,0.62,0.63,3741.45,5458.14,0.37,0.38,5458.14,3741.45
2026-01-02T19:02:01.144136-05:00,0.62,0.63,3414.82,5020.55,0.37,0.38,5020.55,3414.82
2026-01-02T19:02:02.168856-05:00,0.61,0.63,4071.56,5198.31,0.37,0.39,5198.31,4071.56
2026-01-02T19:02:03.191862-05:00,0.61,0.62,4180.63,4728.78,0.38,0.39,4728.78,4180.63
2026-01-02T19:02:04.216756-05:00,0.61,0.63,4318.59,5154.84,0.37,0.39,5154.84,4318.59
2026-01-02T19:02:05.268934-05:00,0.62,0.63,4017.4,5200.25,0.37,0.38,5200.25,4017.4
2026-01-02T19:02:06.260593-05:00,0.63,0.64,3631.69,5674.14,0.36,0.37,5674.14,3631.69
2026-01-02T19:02:07.278965-05:00,0.63,0.64,3651.36,5759.4400000000005,0.36,0.37,5759.4400000000005,3651.36
2026-01-02T19:02:08.311181-05:00,0.62,0.64,3971.54,5652.77,0.36,0.38,5652.77,3971.54
2026-01-02T19:02:09.313495-05:00,0.61,0.63,4251.55,5234.74,0.37,0.39,5234.74,4251.55
2026-01-02T19:02:10.307640-05:00,0.61,0.62,4127.21,4941.09,0.38,0.39,4941.09,4127.21
2026-01-02T19:02:11.310231-05:00,0.61,0.62,4153.92,4990.11,0.38,0.39,4990.11,4153.92
2026-01-02T19:02:12.316742-05:00,0.61,0.62,4265.09,4971.04,0.38,0.39,4971.04,4265.09
2026-01-02T19:02:13.366013-05:00,0.62,0.63,4096.84,5280.85,0.37,0.38,5280.85,4096.84
2026-01-02T19:02:14.374198-05:00,0.62,0.63,3659.07,5546.61,0.37,0.38,5546.61,3659.07
2026-01-02T19:02:15.371781-05:00,0.61,0.64,4069.05,5929.27,0.36,0.39,5937.27,3984.93
2026-01-02T19:02:16.384140-05:00,0.62,0.63,3577.73,5562.77,0.37,0.38,5562.77,3577.73
2026-01-02T19:02:17.376119-05:00,0.62,0.64,3697.9,6032.09,0.36,0.38,6032.09,3697.9
2026-01-02T19:02:18.386508-05:00,0.63,0.64,3254.81,6089.41,0.36,0.37,6089.41,3254.81
2026-01-02T19:02:19.414989-05:00,0.63,0.64,3345.8,6073.9400000000005,0.36,0.37,6073.9400000000005,3345.8
2026-01-02T19:02:20.433853-05:00,0.63,0.64,3466.37,6050.74,0.36,0.37,6050.74,3466.37
2026-01-02T19:02:21.450948-05:00,0.63,0.64,3471.37,6055.42,0.36,0.37,6055.42,3471.37
2026-01-02T19:02:22.484213-05:00,0.64,0.65,3401.2,6195.01,0.35,0.36,6195.01,3401.2
2026-01-02T19:02:23.493424-05:00,0.63,0.64,3383.29,5927.5,0.36,0.37,5927.5,3383.29
2026-01-02T19:02:24.496281-05:00,0.64,0.65,3320.08,5973.24,0.35,0.36,5973.24,3320.08
2026-01-02T19:02:25.519511-05:00,0.63,0.65,3464.17,6109.04,0.35,0.37,6109.04,3464.17
2026-01-02T19:02:26.518043-05:00,0.63,0.65,3418.84,6094.5199999999995,0.35,0.37,6094.5199999999995,3418.84
2026-01-02T19:02:27.518864-05:00,0.63,0.64,3633.2400000000002,5314.63,0.36,0.37,5314.63,3633.2400000000002
2026-01-02T19:02:28.513982-05:00,0.63,0.64,3744.58,5531.65,0.36,0.37,5531.65,3744.58
2026-01-02T19:02:29.522166-05:00,0.66,0.67,4891.099999999999,2930.32,0.33,0.34,2930.32,4891.099999999999
2026-01-02T19:02:30.518053-05:00,0.67,0.68,3401.58,4292.22,0.32,0.33,4292.22,3401.58
2026-01-02T19:02:31.518751-05:00,0.66,0.67,3691.64,3963.02,0.33,0.34,3963.02,3691.64
2026-01-02T19:02:32.512453-05:00,0.65,0.68,3491.17,4231.01,0.32,0.35,4231.01,3491.17
2026-01-02T19:02:33.520741-05:00,0.63,0.64,2698.65,3371.9700000000003,0.36,0.37,3371.9700000000003,2698.65
2026-01-02T19:02:34.517171-05:00,0.63,0.65,3055.75,3867.41,0.35,0.37,3867.41,3055.75
2026-01-02T19:02:35.517105-05:00,0.63,0.64,3180.48,3639.61,0.36,0.37,3639.61,3180.48
2026-01-02T19:02:36.521732-05:00,0.63,0.64,3456.48,4040.04,0.36,0.37,4040.04,3456.48
2026-01-02T19:02:37.579686-05:00,0.63,0.64,3730.2999999999997,3766.83,0.36,0.37,3766.83,3730.2999999999997
2026-01-02T19:02:38.617630-05:00,0.63,0.64,3712.27,3798.83,0.36,0.37,3798.83,3712.27
2026-01-02T19:02:39.700497-05:00,0.63,0.64,3813.23,3746.4,0.36,0.37,3746.4,3813.23
2026-01-02T19:02:40.731685-05:00,0.63,0.65,3707.23,4074.2,0.35,0.37,4074.2,3707.23
2026-01-02T19:02:41.741766-05:00,0.64,0.65,3682.5299999999997,4213.29,0.35,0.36,4213.29,3682.5299999999997
2026-01-02T19:02:42.754599-05:00,0.64,0.65,3715.39,4241.1,0.35,0.36,4241.1,3715.39
2026-01-02T19:02:43.806907-05:00,0.63,0.65,3811.47,4122.28,0.35,0.37,4122.28,3811.47
2026-01-02T19:02:44.791996-05:00,0.65,0.66,3057.2799999999997,4249.88,0.34,0.35,4249.88,3057.2799999999997
2026-01-02T19:02:45.804917-05:00,0.62,0.64,3804.97,3424.98,0.36,0.38,3424.98,3804.97
2026-01-02T19:02:46.792100-05:00,0.63,0.64,3049.08,3793.73,0.36,0.37,3793.73,3049.08
2026-01-02T19:02:47.792761-05:00,0.63,0.64,3181.68,3808.19,0.36,0.37,3808.19,3181.68
2026-01-02T19:02:48.858826-05:00,0.63,0.64,3181.68,3808.19,0.36,0.37,3808.19,3181.68
2026-01-02T19:02:49.856427-05:00,0.62,0.64,3662.09,4012.37,0.36,0.38,4012.37,3662.09
2026-01-02T19:02:50.986900-05:00,0.63,0.64,3466.09,4194.8,0.36,0.37,4194.8,3466.09
2026-01-02T19:02:52.170020-05:00,0.64,0.65,3386.02,4594.53,0.35,0.36,4594.53,3386.02
2026-01-02T19:02:53.170674-05:00,0.63,0.65,3445.0099999999998,4619.99,0.35,0.37,4619.99,3445.0099999999998
2026-01-02T19:02:54.168205-05:00,0.63,0.64,3319.0099999999998,4052.19,0.36,0.37,4052.19,3319.0099999999998
2026-01-02T19:02:55.189675-05:00,0.63,0.64,3341.81,4247.62,0.36,0.37,4247.62,3341.81
2026-01-02T19:02:56.188856-05:00,0.63,0.64,3378.95,4274.69,0.36,0.37,4274.69,3378.95
2026-01-02T19:02:57.184119-05:00,0.65,0.67,3831.77,4334.84,0.33,0.35,4334.84,3831.77
2026-01-02T19:02:58.187279-05:00,0.66,0.67,4025.92,4157.34,0.33,0.34,4157.34,4025.92
2026-01-02T19:02:59.222533-05:00,0.66,0.69,3498.18,4642.62,0.31,0.34,4642.62,3498.18
2026-01-02T19:03:00.214209-05:00,0.66,0.67,4058.18,4024.43,0.33,0.34,4024.43,4058.18
2026-01-02T19:03:01.215459-05:00,0.66,0.68,4353.68,4526.31,0.32,0.34,4526.31,4353.68
2026-01-02T19:03:02.216459-05:00,0.65,0.68,4671.3,4103.72,0.32,0.35,4103.72,4671.3
2026-01-02T19:03:03.242729-05:00,0.66,0.67,4061.98,3831.71,0.33,0.34,3831.71,4061.98
2026-01-02T19:03:04.247267-05:00,0.66,0.67,4190.18,3798.86,0.33,0.34,3798.86,4190.18
2026-01-02T19:03:05.259802-05:00,0.66,0.67,4262.76,3910.28,0.33,0.34,3910.28,4262.76
2026-01-02T19:03:06.250812-05:00,0.66,0.68,4200.26,4362.16,0.32,0.34,4362.16,4200.26
2026-01-02T19:03:07.246119-05:00,0.66,0.68,4231.58,4365.2300000000005,0.32,0.34,4365.2300000000005,4231.58
2026-01-02T19:03:08.256238-05:00,0.66,0.68,4318.22,4358.41,0.32,0.34,4358.41,4318.22
2026-01-02T19:03:09.273278-05:00,0.68,0.7,4133.35,2814.05,0.3,0.32,2814.05,4133.35
2026-01-02T19:03:10.265602-05:00,0.7,0.71,4112.7699999999995,2863.81,0.29,0.3,2863.81,4112.7699999999995
2026-01-02T19:03:11.267118-05:00,0.71,0.73,3756.88,3323.62,0.27,0.29,3323.62,3756.88
2026-01-02T19:03:12.364811-05:00,0.72,0.73,3504.99,3175.4500000000003,0.27,0.28,3175.4500000000003,3504.99
2026-01-02T19:03:13.355491-05:00,0.72,0.73,3861.48,3107.6600000000003,0.27,0.28,3134.03,3864.48
2026-01-02T19:03:14.357482-05:00,0.72,0.74,3874.29,3655.14,0.26,0.28,3655.14,3874.29
2026-01-02T19:03:15.443894-05:00,0.71,0.72,4554.58,3346.1,0.28,0.29,3346.1,4554.58
2026-01-02T19:03:16.452369-05:00,0.71,0.72,4705.93,3523.71,0.28,0.29,3523.71,4705.93
2026-01-02T19:03:17.450178-05:00,0.71,0.72,4725.99,3399.32,0.28,0.29,3399.32,4725.99
2026-01-02T19:03:18.534580-05:00,0.71,0.72,4786.84,3404.32,0.28,0.29,3404.32,4786.84
2026-01-02T19:03:19.699941-05:00,0.71,0.72,4796.5,3646.2200000000003,0.28,0.29,3646.2200000000003,4796.5
2026-01-02T19:03:20.703166-05:00,0.71,0.72,4844.03,3581.95,0.28,0.29,3581.95,4844.03
2026-01-02T19:03:21.863575-05:00,0.71,0.72,4635.09,3551.95,0.28,0.29,3551.95,4635.09
2026-01-02T19:03:22.870142-05:00,0.71,0.72,4422.89,3759.81,0.28,0.29,3759.81,4422.89
2026-01-02T19:03:23.908927-05:00,0.7,0.73,4820.2,3695.42,0.27,0.3,3695.42,4820.2
2026-01-02T19:03:24.908151-05:00,0.71,0.72,4030.94,3912.88,0.28,0.29,3912.88,4030.94
2026-01-02T19:03:25.901239-05:00,0.71,0.72,4047.24,3942.88,0.28,0.29,3942.88,4047.24
2026-01-02T19:03:26.944207-05:00,0.71,0.72,4047.24,3942.88,0.28,0.29,3942.88,4047.24
2026-01-02T19:03:27.949415-05:00,0.71,0.72,4047.24,3942.88,0.28,0.29,3942.88,4047.24
2026-01-02T19:03:29.008431-05:00,0.71,0.73,4273.28,4201.9,0.27,0.29,4201.9,4273.28
2026-01-02T19:03:30.023497-05:00,0.71,0.72,4354.45,3703.05,0.28,0.29,3703.05,4354.45
2026-01-02T19:03:31.049856-05:00,0.72,0.73,4259.17,3826.12,0.27,0.28,3826.12,4259.17
2026-01-02T19:03:32.061988-05:00,0.72,0.73,4239.05,3998.6200000000003,0.27,0.28,3998.6200000000003,4239.05
2026-01-02T19:03:33.069056-05:00,0.71,0.73,3969.3399999999997,3930.1800000000003,0.27,0.29,3930.1800000000003,3969.3399999999997
2026-01-02T19:03:34.076982-05:00,0.72,0.73,3963.41,3992.78,0.27,0.28,3992.78,3963.41
2026-01-02T19:03:35.072884-05:00,0.71,0.73,4400.42,4123.78,0.27,0.29,4123.78,4400.42
2026-01-02T19:03:36.090383-05:00,0.72,0.73,4070.61,4171.41,0.27,0.28,4171.41,4070.61
2026-01-02T19:03:37.103007-05:00,0.72,0.73,4253.56,3827.41,0.27,0.28,3827.41,4253.56
2026-01-02T19:03:38.097351-05:00,0.72,0.73,4260.67,3801.31,0.27,0.28,3801.31,4260.67
2026-01-02T19:03:39.146290-05:00,0.71,0.73,4729.33,3833.99,0.27,0.29,3833.99,4729.33
2026-01-02T19:03:40.139062-05:00,0.72,0.73,4331.16,3707.62,0.27,0.28,3707.62,4331.16
2026-01-02T19:03:41.137760-05:00,0.74,0.75,3223.97,147.05,0.25,0.26,147.05,3223.97
2026-01-02T19:03:42.153078-05:00,0.75,0.77,4418.01,2142.07,0.23,0.25,2142.07,4418.01
2026-01-02T19:03:43.151421-05:00,0.75,0.76,4491.76,2231.32,0.24,0.25,2231.32,4491.76
2026-01-02T19:03:44.170870-05:00,0.76,0.77,3914.9500000000003,2469.32,0.23,0.24,2469.32,3914.9500000000003
2026-01-02T19:03:45.173057-05:00,0.75,0.77,5111.43,2420.94,0.23,0.25,2420.94,5111.43
2026-01-02T19:03:46.284584-05:00,0.75,0.77,5335.75,2382.85,0.23,0.25,2382.85,5335.75
2026-01-02T19:03:47.306704-05:00,0.75,0.77,5347.21,2487.65,0.23,0.25,2487.65,5347.21
2026-01-02T19:03:48.294847-05:00,0.76,0.77,4605.9400000000005,2450.98,0.23,0.24,2450.98,4605.9400000000005
2026-01-02T19:03:49.294863-05:00,0.76,0.78,4549.9400000000005,2578.96,0.22,0.24,2578.96,4549.9400000000005
2026-01-02T19:03:50.371772-05:00,0.76,0.78,4576.94,2518.76,0.22,0.24,2518.76,4576.94
2026-01-02T19:03:51.408893-05:00,0.76,0.78,4611.06,2617.39,0.22,0.24,2617.39,4611.06
2026-01-02T19:03:52.417919-05:00,0.76,0.78,4641.1,2782.91,0.22,0.24,2782.91,4641.1
2026-01-02T19:03:53.423203-05:00,0.76,0.78,4657.01,2649.75,0.22,0.24,2649.75,4657.01
2026-01-02T19:03:54.416712-05:00,0.77,0.78,4364.6900000000005,2716.35,0.22,0.23,2716.35,4364.6900000000005
2026-01-02T19:03:55.505167-05:00,0.77,0.78,4321.24,2700.89,0.22,0.23,2700.89,4321.24
2026-01-02T19:03:56.617102-05:00,0.76,0.77,4655.49,2763.67,0.23,0.24,2763.67,4655.49
2026-01-02T19:03:57.617758-05:00,0.76,0.78,4643.59,2859.4900000000002,0.23,0.24,2549.83,4618.49
2026-01-02T19:03:58.696504-05:00,0.76,0.78,4538.65,2728.07,0.22,0.24,2728.07,4538.65
2026-01-02T19:03:59.737107-05:00,0.76,0.78,4678.99,2646.33,0.22,0.24,2646.33,4678.99
2026-01-02T19:04:00.736381-05:00,0.76,0.78,4757.99,2600.04,0.22,0.24,2600.04,4757.99
2026-01-02T19:04:01.730247-05:00,0.78,0.79,5191.0,3419.4,0.21,0.22,3419.4,5191.0
2026-01-02T19:04:02.729857-05:00,0.78,0.79,4574.37,3717.77,0.21,0.22,3717.77,4574.37
2026-01-02T19:04:03.735326-05:00,0.77,0.78,5222.4800000000005,2885.16,0.22,0.23,2885.16,5222.4800000000005
2026-01-02T19:04:04.757378-05:00,0.77,0.78,5034.05,2703.7400000000002,0.22,0.23,2703.7400000000002,5034.05
2026-01-02T19:04:05.780575-05:00,0.76,0.78,5371.31,2825.75,0.22,0.24,2825.75,5371.31
2026-01-02T19:04:06.791213-05:00,0.76,0.77,5282.31,2439.48,0.23,0.24,2439.48,5282.31
2026-01-02T19:04:07.800878-05:00,0.75,0.76,4636.75,3002.59,0.24,0.25,3002.59,4636.75
2026-01-02T19:04:08.798607-05:00,0.75,0.76,4724.75,2868.59,0.24,0.25,2868.59,4724.75
