epoch_sec,time,open,high,low,close,twap,ticks
1767398075,2026-01-02 18:54:35,89898.9740605,89898.9740605,89898.9740605,89898.9740605,89898.9740605,1
1767398076,2026-01-02 18:54:36,89898.9740605,89898.9740605,89898.9740605,89898.9740605,89898.9740605,0
1767398077,2026-01-02 18:54:37,89898.9615875,89898.9615875,89898.9615875,89898.9615875,89898.9615875,1
1767398078,2026-01-02 18:54:38,89898.89591,89898.89591,89898.89591,89898.89591,89898.89591,1
1767398079,2026-01-02 18:54:39,89898.9856815,89898.9856815,89898.9856815,89898.9856815,89898.9856815,1
1767398080,2026-01-02 18:54:40,89898.7512711825,89898.7512711825,89898.7512711825,89898.7512711825,89898.7512711825,1
1767398081,2026-01-02 18:54:41,89898.79296887202,89898.79296887202,89898.79296887202,89898.79296887202,89898.79296887202,1
1767398082,2026-01-02 18:54:42,89898.61389270863,89898.61389270863,89898.61389270863,89898.61389270863,89898.61389270863,1
1767398083,2026-01-02 18:54:43,89898.8054795,89898.8054795,89898.8054795,89898.8054795,89898.8054795,1
1767398084,2026-01-02 18:54:44,89898.863137,89898.863137,89898.863137,89898.863137,89898.863137,1
1767398085,2026-01-02 18:54:45,89898.64022796697,89898.64022796697,89898.64022796697,89898.64022796697,89898.64022796697,1
1767398086,2026-01-02 18:54:46,89898.5992593053,89898.5992593053,89898.5992593053,89898.5992593053,89898.5992593053,1
1767398087,2026-01-02 18:54:47,89898.74700985207,89898.74700985207,89898.74700985207,89898.74700985207,89898.74700985207,1
1767398088,2026-01-02 18:54:48,89898.7476875,89898.7476875,89898.7476875,89898.7476875,89898.7476875,1
1767398089,2026-01-02 18:54:49,89898.7448255,89898.7448255,89898.7448255,89898.7448255,89898.7448255,1
1767398090,2026-01-02 18:54:50,89898.6332324338,89898.6332324338,89898.6332324338,89898.6332324338,89898.6332324338,1
1767398091,2026-01-02 18:54:51,89898.6332324338,89898.6332324338,89898.6332324338,89898.6332324338,89898.6332324338,0
1767398092,2026-01-02 18:54:52,89898.7456359635,89898.7456359635,89898.7456359635,89898.7456359635,89898.7456359635,1
1767398093,2026-01-02 18:54:53,89908.58965936188,89908.58965936188,89908.58965936188,89908.58965936188,89908.58965936188,1
1767398094,2026-01-02 18:54:54,89909.9178772202,89909.9178772202,89909.9178772202,89909.9178772202,89909.9178772202,1
1767398095,2026-01-02 18:54:55,89912.553699,89912.553699,89912.553699,89912.553699,89912.553699,1
1767398096,2026-01-02 18:54:56,89928.56822650897,89928.56822650897,89928.56822650897,89928.56822650897,89928.56822650897,1
1767398097,2026-01-02 18:54:57,89929.5073458659,89929.5073458659,89929.5073458659,89929.5073458659,89929.5073458659,1
1767398098,2026-01-02 18:54:58,89929.827521,89929.827521,89929.827521,89929.827521,89929.827521,1
1767398099,2026-01-02 18:54:59,89941.4889469138,89941.4889469138,89941.4889469138,89941.4889469138,89941.4889469138,1
1767398100,2026-01-02 18:55:00,89940.73490257628,89940.73490257628,89940.73490257628,89940.73490257628,89940.73490257628,1
1767398101,2026-01-02 18:55:01,89940.48993403798,89940.48993403798,89940.48993403798,89940.48993403798,89940.48993403798,1
1767398102,2026-01-02 18:55:02,89940.11420379674,89940.11420379674,89940.11420379674,89940.11420379674,89940.11420379674,1
1767398103,2026-01-02 18:55:03,89939.4600890347,89939.4600890347,89939.4600890347,89939.4600890347,89939.4600890347,1
1767398104,2026-01-02 18:55:04,89939.64689801853,89939.64689801853,89939.64689801853,89939.64689801853,89939.64689801853,1
1767398105,2026-01-02 18:55:05,89940.61530983096,89940.61530983096,89940.61530983096,89940.61530983096,89940.61530983096,1
1767398106,2026-01-02 18:55:06,89941.8472536693,89941.8472536693,89941.8472536693,89941.8472536693,89941.8472536693,1
1767398107,2026-01-02 18:55:07,89941.0361456585,89941.0361456585,89941.0361456585,89941.0361456585,89941.0361456585,1
1767398108,2026-01-02 18:55:08,89944.28726934113,89944.28726934113,89944.28726934113,89944.28726934113,89944.28726934115,1
1767398109,2026-01-02 18:55:09,89944.94250258128,89944.94250258128,89944.94250258128,89944.94250258128,89944.94250258128,1
1767398110,2026-01-02 18:55:10,89945.8382614089,89945.8382614089,89945.8382614089,89945.8382614089,89945.8382614089,1
1767398111,2026-01-02 18:55:11,89945.89247515785,89945.89247515785,89945.89247515785,89945.89247515785,89945.89247515785,1
1767398112,2026-01-02 18:55:12,89945.67757982491,89945.67757982491,89945.67757982491,89945.67757982491,89945.67757982491,1
1767398113,2026-01-02 18:55:13,89947.03786882923,89947.03786882923,89947.03786882923,89947.03786882923,89947.03786882923,1
1767398114,2026-01-02 18:55:14,89947.33302172118,89947.33302172118,89947.33302172118,89947.33302172118,89947.33302172119,1
1767398115,2026-01-02 18:55:15,89948.68469213776,89948.68469213776,89948.68469213776,89948.68469213776,89948.68469213776,1
1767398116,2026-01-02 18:55:16,89947.01970896214,89947.01970896214,89947.01970896214,89947.01970896214,89947.01970896214,1
1767398117,2026-01-02 18:55:17,89947.41422965568,89947.41422965568,89947.41422965568,89947.41422965568,89947.41422965568,1
1767398118,2026-01-02 18:55:18,89947.5913202509,89947.5913202509,89947.5913202509,89947.5913202509,89947.5913202509,1
1767398119,2026-01-02 18:55:19,89949.37407573627,89949.37407573627,89949.37407573627,89949.37407573627,89949.37407573627,1
1767398120,2026-01-02 18:55:20,89949.38786653466,89949.38786653466,89949.38786653466,89949.38786653466,89949.38786653466,1
1767398121,2026-01-02 18:55:21,89949.87875076836,89949.87875076836,89949.87875076836,89949.87875076836,89949.87875076836,1
1767398122,2026-01-02 18:55:22,89950.14706958736,89950.14706958736,89950.14706958736,89950.14706958736,89950.14706958736,1
1767398123,2026-01-02 18:55:23,89948.4570185,89948.4570185,89948.4570185,89948.4570185,89948.4570185,1
1767398124,2026-01-02 18:55:24,89946.024728,89946.024728,89946.024728,89946.024728,89946.024728,1
1767398125,2026-01-02 18:55:25,89946.024728,89946.024728,89946.024728,89946.024728,89946.024728,0
1767398126,2026-01-02 18:55:26,89944.118388,89944.118388,89944.118388,89944.118388,89944.118388,1
1767398127,2026-01-02 18:55:27,89944.0228655,89944.0228655,89944.0228655,89944.0228655,89944.02286549998,1
1767398128,2026-01-02 18:55:28,89944.0733194814,89944.0733194814,89944.0733194814,89944.0733194814,89944.0733194814,1
1767398129,2026-01-02 18:55:29,89944.00216526828,89944.00216526828,89944.00216526828,89944.00216526828,89944.00216526828,1
1767398130,2026-01-02 18:55:30,89943.87359196098,89943.87359196098,89943.87359196098,89943.87359196098,89943.87359196098,1
1767398131,2026-01-02 18:55:31,89944.2291005,89944.2291005,89944.2291005,89944.2291005,89944.2291005,1
1767398132,2026-01-02 18:55:32,89944.3474455,89944.3474455,89944.3474455,89944.3474455,89944.3474455,1
1767398133,2026-01-02 18:55:33,89944.18950426752,89944.18950426752,89944.18950426752,89944.18950426752,89944.18950426752,1
1767398134,2026-01-02 18:55:34,89944.1745495,89944.1745495,89944.1745495,89944.1745495,89944.1745495,1
1767398135,2026-01-02 18:55:35,89944.2946865,89944.2946865,89944.2946865,89944.2946865,89944.2946865,1
1767398136,2026-01-02 18:55:36,89944.447708,89944.447708,89944.447708,89944.447708,89944.447708,1
1767398137,2026-01-02 18:55:37,89944.447708,89944.447708,89944.447708,89944.447708,89944.447708,0
1767398138,2026-01-02 18:55:38,89943.89406408912,89943.89406408912,89943.89406408912,89943.89406408912,89943.89406408912,1
1767398139,2026-01-02 18:55:39,89944.31318745801,89944.31318745801,89944.31318745801,89944.31318745801,89944.31318745801,1
1767398140,2026-01-02 18:55:40,89943.98148783107,89943.98148783107,89943.98148783107,89943.98148783107,89943.98148783107,1
1767398141,2026-01-02 18:55:41,89944.3374745,89944.3374745,89944.3374745,89944.3374745,89944.3374745,1
1767398142,2026-01-02 18:55:42,89944.3643375,89944.3643375,89944.3643375,89944.3643375,89944.3643375,1
1767398143,2026-01-02 18:55:43,89945.639119,89945.639119,89945.639119,89945.639119,89945.639119,1
1767398144,2026-01-02 18:55:44,89945.355279229,89945.355279229,89945.355279229,89945.355279229,89945.355279229,1
1767398145,2026-01-02 18:55:45,89945.355279229,89945.355279229,89945.355279229,89945.355279229,89945.355279229,1
1767398146,2026-01-02 18:55:46,89945.5949535,89945.5949535,89945.5949535,89945.5949535,89945.5949535,1
1767398147,2026-01-02 18:55:47,89945.5949535,89945.5949535,89945.5949535,89945.5949535,89945.5949535,1
1767398148,2026-01-02 18:55:48,89945.5932675,89945.5932675,89945.5932675,89945.5932675,89945.5932675,1
1767398149,2026-01-02 18:55:49,89945.583818,89945.583818,89945.583818,89945.583818,89945.583818,1
1767398150,2026-01-02 18:55:50,89945.6662595,89945.6662595,89945.6662595,89945.6662595,89945.6662595,1
1767398151,2026-01-02 18:55:51,89945.6733185,89945.6733185,89945.6733185,89945.6733185,89945.67331850002,1
1767398152,2026-01-02 18:55:52,89944.71374768151,89944.71374768151,89944.71374768151,89944.71374768151,89944.71374768151,1
1767398153,2026-01-02 18:55:53,89944.87992614975,89944.87992614975,89944.87992614975,89944.87992614975,89944.87992614975,1
1767398154,2026-01-02 18:55:54,89944.81938014975,89944.81938014975,89944.81938014975,89944.81938014975,89944.81938014975,1
1767398155,2026-01-02 18:55:55,89944.8887318985,89944.8887318985,89944.8887318985,89944.8887318985,89944.8887318985,1
1767398156,2026-01-02 18:55:56,89944.51594148851,89944.51594148851,89944.51594148851,89944.51594148851,89944.51594148851,1
1767398157,2026-01-02 18:55:57,89944.42161598851,89944.42161598851,89944.42161598851,89944.42161598851,89944.42161598851,1
1767398158,2026-01-02 18:55:58,89944.48511298245,89944.48511298245,89944.48511298245,89944.48511298245,89944.48511298245,1
1767398159,2026-01-02 18:55:59,89945.53333962547,89945.53333962547,89945.53333962547,89945.53333962547,89945.53333962547,1
1767398160,2026-01-02 18:56:00,89949.28685430267,89949.28685430267,89949.28685430267,89949.28685430267,89949.28685430267,1
1767398161,2026-01-02 18:56:01,89949.44468180268,89949.44468180268,89949.44468180268,89949.44468180268,89949.44468180268,1
1767398162,2026-01-02 18:56:02,89951.25584197641,89951.25584197641,89951.25584197641,89951.25584197641,89951.25584197641,1
1767398163,2026-01-02 18:56:03,89951.25584197641,89951.25584197641,89951.25584197641,89951.25584197641,89951.25584197641,1
1767398164,2026-01-02 18:56:04,89955.77983173201,89955.77983173201,89955.77983173201,89955.77983173201,89955.77983173201,1
1767398165,2026-01-02 18:56:05,89957.3029758351,89957.3029758351,89957.3029758351,89957.3029758351,89957.3029758351,1
1767398166,2026-01-02 18:56:06,89957.44256249252,89957.44256249252,89957.44256249252,89957.44256249252,89957.44256249252,1
1767398167,2026-01-02 18:56:07,89957.45402199251,89957.45402199251,89957.45402199251,89957.45402199251,89957.45402199251,1
1767398168,2026-01-02 18:56:08,89957.39958599252,89957.39958599252,89957.39958599252,89957.39958599252,89957.39958599252,1
1767398169,2026-01-02 18:56:09,89965.10653778516,89965.10653778516,89965.10653778516,89965.10653778516,89965.10653778516,1
1767398170,2026-01-02 18:56:10,89968.2025703231,89968.2025703231,89968.2025703231,89968.2025703231,89968.2025703231,1
1767398171,2026-01-02 18:56:11,89973.73367566877,89973.73367566877,89973.73367566877,89973.73367566877,89973.73367566877,1
1767398172,2026-01-02 18:56:12,89975.17983585362,89975.17983585362,89975.17983585362,89975.17983585362,89975.17983585362,1
1767398173,2026-01-02 18:56:13,89981.15922017004,89981.15922017004,89981.15922017004,89981.15922017004,89981.15922017004,1
1767398174,2026-01-02 18:56:14,89985.7046475878,89985.7046475878,89985.7046475878,89985.7046475878,89985.7046475878,1
1767398175,2026-01-02 18:56:15,89986.95594315261,89986.95594315261,89986.95594315261,89986.95594315261,89986.95594315263,1
1767398176,2026-01-02 18:56:16,89988.01312250544,89988.01312250544,89988.01312250544,89988.01312250544,89988.01312250544,1
1767398177,2026-01-02 18:56:17,89986.699202,89986.699202,89986.699202,89986.699202,89986.699202,1
1767398178,2026-01-02 18:56:18,89986.699202,89986.699202,89986.699202,89986.699202,89986.699202,1
1767398179,2026-01-02 18:56:19,89984.7825065,89984.7825065,89984.7825065,89984.7825065,89984.7825065,1
1767398180,2026-01-02 18:56:20,89984.7737815,89984.7737815,89984.7737815,89984.7737815,89984.7737815,1
1767398181,2026-01-02 18:56:21,89982.98865279672,89982.98865279672,89982.98865279672,89982.98865279672,89982.98865279672,1
1767398182,2026-01-02 18:56:22,89982.98865279672,89982.98865279672,89982.98865279672,89982.98865279672,89982.98865279672,1
1767398183,2026-01-02 18:56:23,89984.858875,89984.858875,89984.858875,89984.858875,89984.858875,1
1767398184,2026-01-02 18:56:24,89984.858875,89984.858875,89984.858875,89984.858875,89984.858875,1
1767398185,2026-01-02 18:56:25,89983.88790867654,89983.88790867654,89983.88790867654,89983.88790867654,89983.88790867654,1
1767398186,2026-01-02 18:56:26,89983.88790867654,89983.88790867654,89983.88790867654,89983.88790867654,89983.88790867654,1
1767398187,2026-01-02 18:56:27,89984.7941207366,89984.7941207366,89984.7941207366,89984.7941207366,89984.7941207366,1
1767398188,2026-01-02 18:56:28,89984.2046018335,89984.2046018335,89984.2046018335,89984.2046018335,89984.2046018335,1
1767398189,2026-01-02 18:56:29,89985.161763,89985.161763,89985.161763,89985.161763,89985.161763,1
1767398190,2026-01-02 18:56:30,89984.56737089195,89984.56737089195,89984.56737089195,89984.56737089195,89984.56737089195,1
1767398191,2026-01-02 18:56:31,89947.84377117519,89947.84377117519,89947.84377117519,89947.84377117519,89947.84377117519,1
1767398192,2026-01-02 18:56:32,89946.88660125581,89946.88660125581,89946.88660125581,89946.88660125581,89946.88660125581,1
1767398193,2026-01-02 18:56:33,89914.64092873187,89914.64092873187,89914.64092873187,89914.64092873187,89914.64092873187,1
1767398194,2026-01-02 18:56:34,89915.36792511953,89915.36792511953,89915.36792511953,89915.36792511953,89915.36792511953,1
1767398195,2026-01-02 18:56:35,89915.33821581975,89915.33821581975,89915.33821581975,89915.33821581975,89915.33821581975,1
1767398196,2026-01-02 18:56:36,89914.58949357098,89914.58949357098,89914.58949357098,89914.58949357098,89914.58949357098,1
1767398197,2026-01-02 18:56:37,89911.9623302529,89911.9623302529,89911.9623302529,89911.9623302529,89911.9623302529,1
1767398198,2026-01-02 18:56:38,89911.9623302529,89911.9623302529,89911.9623302529,89911.9623302529,89911.9623302529,1
1767398199,2026-01-02 18:56:39,89912.94791649206,89912.94791649206,89912.94791649206,89912.94791649206,89912.94791649206,1
1767398200,2026-01-02 18:56:40,89912.88706691457,89912.88706691457,89912.88706691457,89912.88706691457,89912.88706691457,1
1767398201,2026-01-02 18:56:41,89913.37031613305,89913.37031613305,89913.37031613305,89913.37031613305,89913.37031613305,1
1767398202,2026-01-02 18:56:42,89913.32786791585,89913.32786791585,89913.32786791585,89913.32786791585,89913.32786791585,1
1767398203,2026-01-02 18:56:43,89913.32786791585,89913.32786791585,89913.32786791585,89913.32786791585,89913.32786791585,1
1767398204,2026-01-02 18:56:44,89911.57366762357,89911.57366762357,89911.57366762357,89911.57366762357,89911.57366762357,1
1767398205,2026-01-02 18:56:45,89912.6921498232,89912.6921498232,89912.6921498232,89912.6921498232,89912.6921498232,1
1767398206,2026-01-02 18:56:46,89912.6951498232,89912.6951498232,89912.6951498232,89912.6951498232,89912.6951498232,1
1767398207,2026-01-02 18:56:47,89913.42530781406,89913.42530781406,89913.42530781406,89913.42530781406,89913.42530781406,1
1767398208,2026-01-02 18:56:48,89912.28922075401,89912.28922075401,89912.28922075401,89912.28922075401,89912.28922075401,1
1767398209,2026-01-02 18:56:49,89911.03175791365,89911.03175791365,89911.03175791365,89911.03175791365,89911.03175791365,1
1767398210,2026-01-02 18:56:50,89912.86334494405,89912.86334494405,89912.86334494405,89912.86334494405,89912.86334494405,1
1767398211,2026-01-02 18:56:51,89912.86334494405,89912.86334494405,89912.86334494405,89912.86334494405,89912.86334494405,0
1767398212,2026-01-02 18:56:52,89912.86334494405,89912.86334494405,89912.86334494405,89912.86334494405,89912.86334494405,0
1767398213,2026-01-02 18:56:53,89913.5157795,89913.5157795,89913.5157795,89913.5157795,89913.5157795,1
1767398214,2026-01-02 18:56:54,89911.19556387712,89911.19556387712,89911.19556387712,89911.19556387712,89911.19556387712,1
1767398215,2026-01-02 18:56:55,89910.33466372237,89910.33466372237,89910.33466372237,89910.33466372237,89910.33466372237,1
1767398216,2026-01-02 18:56:56,89910.33466372237,89910.33466372237,89910.33466372237,89910.33466372237,89910.33466372237,0
1767398217,2026-01-02 18:56:57,89910.33466372237,89910.33466372237,89910.33466372237,89910.33466372237,89910.33466372237,0
1767398218,2026-01-02 18:56:58,89910.33466372237,89910.33466372237,89910.33466372237,89910.33466372237,89910.33466372237,0
1767398219,2026-01-02 18:56:59,89913.42232041639,89913.42232041639,89913.42232041639,89913.42232041639,89913.42232041639,1
1767398220,2026-01-02 18:57:00,89913.42232041639,89913.42232041639,89913.42232041639,89913.42232041639,89913.42232041639,0
1767398221,2026-01-02 18:57:01,89913.42232041639,89913.42232041639,89913.42232041639,89913.42232041639,89913.42232041639,0
1767398222,2026-01-02 18:57:02,89915.3492737613,89915.3492737613,89915.3492737613,89915.3492737613,89915.3492737613,1
1767398223,2026-01-02 18:57:03,89915.3492737613,89915.3492737613,89915.3492737613,89915.3492737613,89915.3492737613,0
1767398224,2026-01-02 18:57:04,89915.3492737613,89915.3492737613,89915.3492737613,89915.3492737613,89915.3492737613,0
1767398225,2026-01-02 18:57:05,89923.18248243698,89923.18248243698,89923.18248243698,89923.18248243698,89923.18248243698,1
1767398226,2026-01-02 18:57:06,89922.59064467486,89922.59064467486,89922.59064467486,89922.59064467486,89922.59064467486,1
1767398227,2026-01-02 18:57:07,89922.59064467486,89922.59064467486,89922.59064467486,89922.59064467486,89922.59064467486,0
1767398228,2026-01-02 18:57:08,89922.59064467486,89922.59064467486,89922.59064467486,89922.59064467486,89922.59064467486,0
