ts_ny,yes_bid,yes_ask,yes_bid_depth,yes_ask_depth,no_bid,no_ask,no_bid_depth,no_ask_depth
2026-01-02T19:20:50.378062-05:00,0.1,0.12,24341.53,3958.61,0.88,0.9,3958.61,24341.53
2026-01-02T19:20:51.497658-05:00,0.1,0.12,24341.53,3958.61,0.88,0.9,3958.61,24341.53
2026-01-02T19:20:52.510928-05:00,0.1,0.11,24019.01,3682.33,0.89,0.9,3682.33,24019.01
2026-01-02T19:20:53.607918-05:00,0.1,0.11,24019.01,3682.33,0.89,0.9,3682.33,24019.01
2026-01-02T19:20:54.770478-05:00,0.1,0.11,23973.89,3686.06,0.89,0.9,3686.06,23973.89
2026-01-02T19:20:55.840485-05:00,0.1,0.11,23532.97,3669.06,0.89,0.9,3669.06,23532.97
2026-01-02T19:20:56.838352-05:00,0.09,0.1,23367.88,3016.43,0.9,0.91,3016.43,23367.88
2026-01-02T19:20:57.845654-05:00,0.09,0.1,23412.88,2993.5,0.9,0.91,2993.5,23412.88
2026-01-02T19:20:59.077153-05:00,0.09,0.1,23233.88,2988.0,0.9,0.91,2988.0,23233.88
2026-01-02T19:21:00.157840-05:00,0.09,0.1,23194.78,3085.81,0.9,0.91,3085.81,23194.78
2026-01-02T19:21:01.177196-05:00,0.08,0.1,22956.69,3111.0,0.9,0.92,3111.0,22956.69
2026-01-02T19:21:02.212304-05:00,0.08,0.1,23156.86,3151.27,0.9,0.92,3151.27,23156.86
2026-01-02T19:21:03.288216-05:00,0.09,0.1,21889.23,3548.27,0.9,0.91,3548.27,21889.23
2026-01-02T19:21:04.436250-05:00,0.09,0.1,21133.23,3501.27,0.9,0.91,3501.27,21133.23
2026-01-02T19:21:05.437887-05:00,0.09,0.1,20736.23,3442.27,0.9,0.91,3442.27,20736.23
2026-01-02T19:21:06.490432-05:00,0.09,0.1,20536.23,3512.17,0.9,0.91,3512.17,20536.23
2026-01-02T19:21:07.501751-05:00,0.09,0.1,20536.23,3428.17,0.9,0.91,3428.17,20536.23
2026-01-02T19:21:08.503924-05:00,0.09,0.1,20735.19,3397.17,0.9,0.91,3397.17,20735.19
2026-01-02T19:21:09.579758-05:00,0.09,0.1,20743.94,3386.17,0.9,0.91,3386.17,20743.94
2026-01-02T19:21:10.577764-05:00,0.09,0.1,20785.94,3431.17,0.9,0.91,3431.17,20785.94
2026-01-02T19:21:11.580172-05:00,0.1,0.11,20985.32,3637.81,0.89,0.9,3637.81,20985.32
2026-01-02T19:21:12.630643-05:00,0.09,0.11,21052.98,3769.4,0.89,0.91,3769.4,21052.98
2026-01-02T19:21:13.624943-05:00,0.08,0.09,18508.98,2484.36,0.91,0.92,2484.36,18508.98
2026-01-02T19:21:14.619920-05:00,0.08,0.1,18220.54,3177.14,0.9,0.92,3177.14,18220.54
2026-01-02T19:21:15.641465-05:00,0.08,0.1,18193.54,3330.64,0.9,0.92,3330.64,18193.54
2026-01-02T19:21:16.671786-05:00,0.09,0.1,18218.54,3399.37,0.9,0.91,3399.37,18218.54
2026-01-02T19:21:17.729015-05:00,0.09,0.1,18218.54,3399.37,0.9,0.91,3399.37,18218.54
2026-01-02T19:21:18.797084-05:00,0.09,0.1,18427.64,3498.75,0.9,0.91,3498.75,18427.64
2026-01-02T19:21:19.813164-05:00,0.09,0.1,18448.54,3184.5,0.9,0.91,3184.5,18448.54
2026-01-02T19:21:20.937416-05:00,0.09,0.1,18447.440000000002,3306.17,0.9,0.91,3306.17,18447.440000000002
2026-01-02T19:21:21.945238-05:00,0.09,0.1,18447.440000000002,3306.17,0.9,0.91,3306.17,18447.440000000002
2026-01-02T19:21:22.971136-05:00,0.09,0.1,18572.440000000002,3223.87,0.9,0.91,3223.87,18572.440000000002
2026-01-02T19:21:26.289409-05:00,0.09,0.1,18572.440000000002,3223.87,0.9,0.91,3223.87,18572.440000000002
2026-01-02T19:21:27.541545-05:00,0.09,0.1,18900.49,3732.7,0.9,0.91,3732.7,18900.49
2026-01-02T19:21:28.585682-05:00,0.09,0.1,18618.89,3737.1,0.9,0.91,3737.1,18618.89
2026-01-02T19:21:29.584507-05:00,0.09,0.1,18601.04,3746.1,0.9,0.91,3746.1,18601.04
2026-01-02T19:21:31.529752-05:00,0.09,0.1,18601.04,3746.1,0.9,0.91,3746.1,18601.04
2026-01-02T19:21:32.535901-05:00,0.08,0.09,18554.25,3305.93,0.91,0.92,3305.93,18554.25
2026-01-02T19:21:33.532566-05:00,0.08,0.09,18680.94,3358.43,0.91,0.92,3358.43,18680.94
2026-01-02T19:21:34.534846-05:00,0.08,0.09,18680.94,3358.43,0.91,0.92,3358.43,18680.94
2026-01-02T19:21:35.572176-05:00,0.08,0.09,18680.94,3358.43,0.91,0.92,3358.43,18680.94
2026-01-02T19:21:36.641304-05:00,0.08,0.09,18680.94,3358.43,0.91,0.92,3358.43,18680.94
2026-01-02T19:21:37.703103-05:00,0.07,0.09,18512.24,3426.78,0.91,0.93,3426.78,18512.24
2026-01-02T19:21:38.702239-05:00,0.08,0.09,18532.94,3271.28,0.91,0.92,3271.28,18532.94
2026-01-02T19:21:39.699269-05:00,0.07,0.09,18445.24,3276.45,0.91,0.93,3276.45,18445.24
2026-01-02T19:21:40.712025-05:00,0.07,0.09,18069.940000000002,3269.45,0.91,0.93,3269.45,18069.940000000002
2026-01-02T19:21:41.723001-05:00,0.07,0.09,18134.94,3392.16,0.91,0.93,3392.16,18134.94
2026-01-02T19:21:42.729936-05:00,0.07,0.09,18075.38,3311.24,0.91,0.93,3311.24,18075.38
2026-01-02T19:21:43.870120-05:00,0.07,0.09,18089.27,3311.24,0.91,0.93,3311.24,18089.27
2026-01-02T19:21:44.902565-05:00,0.1,0.11,19297.28,3368.03,0.89,0.9,3368.03,19297.28
2026-01-02T19:21:45.924024-05:00,0.1,0.11,19598.510000000002,3042.03,0.89,0.9,3042.03,19598.510000000002
2026-01-02T19:21:46.927470-05:00,0.11,0.12,12652.86,2746.97,0.88,0.89,2768.56,12792.460000000001
2026-01-02T19:21:47.960866-05:00,0.12,0.13,9436.94,2455.16,0.87,0.88,2455.16,9436.94
2026-01-02T19:21:49.032158-05:00,0.12,0.15,10021.22,3589.92,0.85,0.88,3589.92,10021.22
2026-01-02T19:21:50.083318-05:00,0.12,0.14,9951.98,3148.16,0.86,0.88,3148.16,9951.98
2026-01-02T19:21:51.076182-05:00,0.12,0.13,9919.08,2801.05,0.87,0.88,2801.05,9919.08
2026-01-02T19:21:52.169665-05:00,0.12,0.13,9919.08,2801.05,0.87,0.88,2801.05,9919.08
2026-01-02T19:21:53.170225-05:00,0.12,0.13,10017.08,2841.46,0.87,0.88,2841.46,10017.08
2026-01-02T19:21:54.168982-05:00,0.12,0.14,10029.0,3423.76,0.86,0.88,3423.76,10029.0
2026-01-02T19:21:55.189583-05:00,0.12,0.13,9337.32,2893.56,0.87,0.88,2893.56,9337.32
2026-01-02T19:21:56.213734-05:00,0.12,0.14,9221.34,3770.6,0.86,0.88,3770.6,9221.34
2026-01-02T19:21:57.282288-05:00,0.13,0.14,7276.8,3447.11,0.86,0.87,3447.11,7276.8
2026-01-02T19:21:58.365818-05:00,0.13,0.14,7268.150000000001,3581.98,0.86,0.87,3581.98,7268.150000000001
2026-01-02T19:21:59.385044-05:00,0.13,0.14,7226.150000000001,3494.5,0.86,0.87,3494.5,7226.150000000001
2026-01-02T19:22:00.378326-05:00,0.13,0.14,7181.490000000001,3556.0,0.86,0.87,3556.0,7181.490000000001
2026-01-02T19:22:01.379796-05:00,0.12,0.14,9427.47,3555.62,0.86,0.88,3555.62,9427.47
2026-01-02T19:22:02.383923-05:00,0.15,0.16,6495.8,3269.73,0.84,0.85,3269.73,6495.8
2026-01-02T19:22:03.380775-05:00,0.15,0.16,5734.37,3370.38,0.84,0.85,3370.38,5734.37
2026-01-02T19:22:04.398835-05:00,0.15,0.17,5991.87,3866.88,0.83,0.85,3866.88,5991.87
2026-01-02T19:22:05.436441-05:00,0.15,0.17,5993.13,3734.74,0.83,0.85,3734.74,5993.13
2026-01-02T19:22:06.489167-05:00,0.15,0.16,5961.63,3353.88,0.84,0.85,3353.88,5961.63
2026-01-02T19:22:07.482536-05:00,0.15,0.16,6128.66,3340.0,0.84,0.85,3340.0,6128.66
2026-01-02T19:22:08.495257-05:00,0.15,0.16,6095.56,3456.88,0.84,0.85,3456.88,6095.56
2026-01-02T19:22:09.535600-05:00,0.15,0.16,6093.25,3439.88,0.84,0.85,3439.88,6093.25
2026-01-02T19:22:10.549857-05:00,0.14,0.15,6887.87,3006.54,0.85,0.86,3006.54,6887.87
2026-01-02T19:22:11.550673-05:00,0.14,0.15,7423.79,2144.34,0.85,0.86,2144.34,7423.79
2026-01-02T19:22:12.543794-05:00,0.16,0.17,6036.48,2982.01,0.83,0.84,2982.01,6036.48
2026-01-02T19:22:13.550142-05:00,0.18,0.19,4626.1,4448.58,0.81,0.82,4448.58,4626.1
2026-01-02T19:22:14.542195-05:00,0.19,0.2,5131.51,4068.54,0.8,0.81,4068.54,5131.51
2026-01-02T19:22:15.668790-05:00,0.18,0.19,5408.85,3629.11,0.81,0.82,3629.11,5408.85
2026-01-02T19:22:16.685597-05:00,0.17,0.19,6420.92,3629.11,0.81,0.83,3629.11,6420.92
2026-01-02T19:22:17.711377-05:00,0.18,0.2,5478.5199999999995,4382.54,0.8,0.82,4382.54,5478.5199999999995
2026-01-02T19:22:18.744380-05:00,0.18,0.2,5421.35,4341.54,0.8,0.82,4341.54,5421.35
2026-01-02T19:22:19.756411-05:00,0.18,0.2,5320.72,4391.98,0.8,0.82,4391.98,5320.72
2026-01-02T19:22:20.745403-05:00,0.19,0.2,4912.58,4157.98,0.8,0.81,4157.98,4912.58
2026-01-02T19:22:21.745304-05:00,0.19,0.21,5439.86,3649.94,0.79,0.81,3649.94,5439.86
2026-01-02T19:22:22.772822-05:00,0.2,0.21,4416.46,3712.94,0.79,0.8,3712.94,4416.46
2026-01-02T19:22:23.760372-05:00,0.2,0.21,4416.46,3712.94,0.79,0.8,3712.94,4416.46
2026-01-02T19:22:24.767423-05:00,0.23,0.25,4796.07,3516.24,0.75,0.77,3516.24,4796.07
2026-01-02T19:22:25.763404-05:00,0.25,0.26,3045.35,5016.15,0.74,0.75,5016.15,3045.35
2026-01-02T19:22:26.768318-05:00,0.24,0.25,3108.67,4446.59,0.75,0.76,4446.59,3108.67
2026-01-02T19:22:27.776867-05:00,0.24,0.25,2837.03,4337.21,0.75,0.76,4337.21,2837.03
2026-01-02T19:22:28.779799-05:00,0.24,0.25,3209.34,4218.29,0.75,0.76,4218.29,3209.34
2026-01-02T19:22:29.815578-05:00,0.24,0.25,3599.34,3675.61,0.75,0.76,3675.61,3599.34
2026-01-02T19:22:30.823722-05:00,0.24,0.25,3547.19,3665.61,0.75,0.76,3665.61,3547.19
2026-01-02T19:22:31.837857-05:00,0.24,0.25,3869.14,3729.61,0.75,0.76,3729.61,3869.14
2026-01-02T19:22:32.823212-05:00,0.23,0.25,4283.65,3741.41,0.75,0.77,3741.41,4283.65
2026-01-02T19:22:33.850696-05:00,0.23,0.24,4418.67,3441.82,0.76,0.77,3441.82,4418.67
2026-01-02T19:22:34.847575-05:00,0.23,0.24,4355.65,3010.76,0.76,0.77,3010.76,4355.65
2026-01-02T19:22:35.842665-05:00,0.23,0.24,4325.35,3100.55,0.76,0.77,3100.55,4325.35
2026-01-02T19:22:36.844617-05:00,0.24,0.25,3722.43,3639.9,0.75,0.76,3639.9,3722.43
2026-01-02T19:22:37.847943-05:00,0.24,0.25,3674.63,3647.9,0.75,0.76,3647.9,3674.63
2026-01-02T19:22:39.014326-05:00,0.23,0.24,4154.65,3182.4,0.76,0.77,3182.4,4154.65
2026-01-02T19:22:40.042882-05:00,0.2,0.24,4894.17,3249.42,0.76,0.8,3249.42,4894.17
2026-01-02T19:22:41.044394-05:00,0.24,0.25,3182.27,2533.46,0.75,0.76,2533.46,3182.27
2026-01-02T19:22:42.079339-05:00,0.24,0.25,3690.69,2481.72,0.75,0.76,2481.72,3690.69
2026-01-02T19:22:43.124406-05:00,0.24,0.25,4007.85,2951.26,0.75,0.76,2951.26,4007.85
2026-01-02T19:22:44.138188-05:00,0.24,0.25,4007.85,2951.26,0.75,0.76,2951.26,4007.85
2026-01-02T19:22:45.168825-05:00,0.25,0.26,3310.21,3960.58,0.74,0.75,3960.58,3310.21
2026-01-02T19:22:46.197279-05:00,0.25,0.26,3447.19,4002.11,0.74,0.75,4002.11,3447.19
2026-01-02T19:22:47.201113-05:00,0.24,0.26,3855.01,4070.69,0.74,0.76,4070.69,3855.01
2026-01-02T19:22:48.229805-05:00,0.24,0.25,3435.67,3641.9,0.75,0.76,3641.9,3435.67
2026-01-02T19:22:49.255519-05:00,0.24,0.25,3552.67,3586.35,0.75,0.76,3586.35,3552.67
2026-01-02T19:22:50.308045-05:00,0.23,0.26,4086.09,4144.66,0.74,0.77,4144.66,4086.09
2026-01-02T19:22:51.320090-05:00,0.23,0.25,3993.82,3642.38,0.75,0.77,3642.38,3993.82
2026-01-02T19:22:52.329526-05:00,0.23,0.24,3660.43,3901.23,0.76,0.77,3901.23,3660.43
2026-01-02T19:22:53.332184-05:00,0.24,0.25,3391.66,3558.9,0.75,0.76,3558.9,3391.66
2026-01-02T19:22:54.362125-05:00,0.26,0.27,3087.08,4391.92,0.73,0.74,4391.92,3087.08
2026-01-02T19:22:55.361853-05:00,0.26,0.27,2801.64,4569.97,0.73,0.74,4569.97,2801.64
2026-01-02T19:22:56.376001-05:00,0.26,0.27,3079.06,4766.42,0.73,0.74,4766.42,3079.06
2026-01-02T19:22:57.375481-05:00,0.26,0.27,4097.55,4137.69,0.73,0.74,4137.69,4097.55
2026-01-02T19:22:58.391767-05:00,0.27,0.28,3358.54,4609.47,0.72,0.73,4609.47,3358.54
2026-01-02T19:22:59.385259-05:00,0.27,0.28,3453.54,4638.47,0.72,0.73,4638.47,3453.54
2026-01-02T19:23:00.401556-05:00,0.27,0.28,3435.57,4660.47,0.72,0.73,4660.47,3435.57
2026-01-02T19:23:01.404409-05:00,0.27,0.28,3533.2,4788.27,0.72,0.73,4788.27,3533.2
2026-01-02T19:23:02.401809-05:00,0.26,0.29,3407.61,5013.5,0.71,0.74,5013.5,3407.61
2026-01-02T19:23:03.454405-05:00,0.26,0.28,3505.25,4775.97,0.72,0.74,4775.97,3505.25
2026-01-02T19:23:04.458249-05:00,0.26,0.28,3562.25,4802.68,0.72,0.74,4802.68,3562.25
2026-01-02T19:23:05.459747-05:00,0.3,0.31,3314.66,4005.06,0.69,0.7,4005.06,3314.66
2026-01-02T19:23:06.457021-05:00,0.29,0.32,3421.52,4483.2,0.68,0.71,4483.2,3421.52
2026-01-02T19:23:07.448001-05:00,0.29,0.3,3464.07,3557.2400000000002,0.7,0.71,3557.2400000000002,3464.07
2026-01-02T19:23:08.450317-05:00,0.29,0.3,3717.89,3606.2400000000002,0.7,0.71,3606.2400000000002,3717.89
2026-01-02T19:23:09.460726-05:00,0.29,0.3,3780.9,3606.2400000000002,0.7,0.71,3606.2400000000002,3780.9
2026-01-02T19:23:10.460884-05:00,0.29,0.31,3774.06,4163.56,0.69,0.71,4163.56,3774.06
2026-01-02T19:23:11.504229-05:00,0.29,0.32,3786.83,4410.01,0.68,0.71,4410.01,3786.83
2026-01-02T19:23:12.501395-05:00,0.3,0.31,3058.2,4194.51,0.69,0.7,4194.51,3058.2
2026-01-02T19:23:13.590631-05:00,0.31,0.32,3122.7,4142.01,0.68,0.69,4142.01,3122.7
2026-01-02T19:23:14.591337-05:00,0.29,0.32,3783.08,4408.56,0.68,0.71,4408.56,3783.08
2026-01-02T19:23:15.591712-05:00,0.3,0.32,3224.33,4085.7,0.68,0.7,4085.7,3224.33
2026-01-02T19:23:16.697604-05:00,0.3,0.31,3324.63,3853.14,0.69,0.7,3853.14,3324.63
2026-01-02T19:23:17.712146-05:00,0.3,0.31,3472.67,3923.14,0.69,0.7,3923.14,3472.67
2026-01-02T19:23:18.697784-05:00,0.31,0.32,2753.28,4091.79,0.68,0.69,4091.79,2753.28
2026-01-02T19:23:19.714817-05:00,0.31,0.32,2936.13,4250.39,0.68,0.69,4250.39,2936.13
2026-01-02T19:23:20.997540-05:00,0.31,0.32,2956.13,4341.15,0.68,0.69,4341.15,2956.13
2026-01-02T19:23:22.054174-05:00,0.3,0.32,3737.18,4321.3,0.68,0.7,4321.3,3737.18
2026-01-02T19:23:23.043123-05:00,0.31,0.32,3215.25,4351.74,0.68,0.69,4351.74,3215.25
2026-01-02T19:23:24.042724-05:00,0.29,0.32,4048.49,4442.84,0.68,0.71,4442.84,4048.49
2026-01-02T19:23:25.298814-05:00,0.29,0.32,4269.11,4450.84,0.68,0.71,4450.84,4269.11
2026-01-02T19:23:26.299230-05:00,0.3,0.31,3661.21,4068.3,0.69,0.7,4068.3,3661.21
2026-01-02T19:23:27.303880-05:00,0.28,0.31,4644.97,4146.3,0.69,0.72,4146.3,4644.97
2026-01-02T19:23:28.403413-05:00,0.29,0.31,4105.24,4187.03,0.69,0.71,4187.03,4105.24
2026-01-02T19:23:29.446395-05:00,0.29,0.31,4156.63,4194.4,0.69,0.71,4194.4,4156.63
2026-01-02T19:23:30.461051-05:00,0.29,0.31,4236.38,4740.75,0.69,0.71,4740.75,4236.38
2026-01-02T19:23:31.469314-05:00,0.29,0.3,3975.97,4238.59,0.7,0.71,4238.59,3975.97
2026-01-02T19:23:32.670979-05:00,0.29,0.3,3994.83,4163.59,0.7,0.71,4163.59,3994.83
2026-01-02T19:23:33.709822-05:00,0.29,0.3,4009.85,4601.89,0.7,0.71,4601.89,4009.85
2026-01-02T19:23:34.698178-05:00,0.27,0.28,3647.17,3809.6600000000003,0.72,0.73,3809.6600000000003,3647.17
2026-01-02T19:23:35.698872-05:00,0.27,0.29,3842.17,4478.610000000001,0.71,0.73,4478.610000000001,3842.17
2026-01-02T19:23:36.701199-05:00,0.32,0.33,1982.84,5598.12,0.67,0.68,5598.12,1982.84
2026-01-02T19:23:37.792630-05:00,0.31,0.33,2359.67,5598.12,0.67,0.69,5598.12,2359.67
2026-01-02T19:23:38.807751-05:00,0.31,0.32,2758.65,4689.8,0.68,0.69,4689.8,2758.65
2026-01-02T19:23:39.824801-05:00,0.31,0.33,2835.59,4979.15,0.67,0.69,4979.15,2835.59
2026-01-02T19:23:40.825148-05:00,0.31,0.32,2929.31,4766.44,0.68,0.69,4661.49,2819.27
2026-01-02T19:23:41.843278-05:00,0.3,0.31,3270.07,4527.19,0.69,0.7,4527.19,3270.07
2026-01-02T19:23:42.839861-05:00,0.29,0.32,3755.55,5034.97,0.68,0.71,5034.97,3755.55
2026-01-02T19:23:43.838461-05:00,0.3,0.31,3310.88,4637.83,0.69,0.7,4637.83,3310.88
2026-01-02T19:23:44.842769-05:00,0.29,0.31,3682.19,4792.83,0.69,0.71,4792.83,3682.19
2026-01-02T19:23:45.851495-05:00,0.29,0.3,3394.04,4385.43,0.7,0.71,4385.43,3394.04
2026-01-02T19:23:46.839610-05:00,0.29,0.3,3405.63,4415.04,0.7,0.71,4417.95,3400.63
2026-01-02T19:23:47.838684-05:00,0.28,0.3,3792.95,4421.39,0.7,0.72,4421.39,3792.95
2026-01-02T19:23:48.847204-05:00,0.28,0.29,3730.77,3808.91,0.71,0.72,3778.86,3719.92
2026-01-02T19:23:49.844239-05:00,0.28,0.29,3975.51,3988.17,0.71,0.72,3988.17,3975.51
2026-01-02T19:23:50.838432-05:00,0.29,0.3,3701.18,4012.59,0.7,0.71,4027.2400000000002,3739.18
2026-01-02T19:23:51.909675-05:00,0.29,0.3,3654.41,4003.08,0.7,0.71,4003.08,3654.41
2026-01-02T19:23:52.954349-05:00,0.29,0.3,3665.63,4019.41,0.7,0.71,4019.41,3665.63
2026-01-02T19:23:53.952062-05:00,0.29,0.3,3665.63,4019.41,0.7,0.71,4019.41,3665.63
2026-01-02T19:23:54.994140-05:00,0.29,0.3,3665.63,4019.41,0.7,0.71,4019.41,3665.63
2026-01-02T19:23:56.004004-05:00,0.29,0.3,3718.22,4291.46,0.7,0.71,4291.46,3718.22
2026-01-02T19:23:57.040734-05:00,0.29,0.3,3718.22,4291.46,0.7,0.71,4291.46,3718.22
2026-01-02T19:23:58.101057-05:00,0.29,0.3,3718.22,4291.46,0.7,0.71,4291.46,3718.22
2026-01-02T19:23:59.237447-05:00,0.29,0.3,3746.87,4337.55,0.7,0.71,4337.55,3746.87
2026-01-02T19:24:00.239645-05:00,0.28,0.3,4192.97,4350.67,0.7,0.72,4350.67,4192.97
2026-01-02T19:24:01.232701-05:00,0.29,0.3,3674.57,4155.61,0.7,0.71,4155.61,3674.57
2026-01-02T19:24:02.242224-05:00,0.29,0.3,3676.16,4267.76,0.7,0.71,4267.76,3676.16
2026-01-02T19:24:03.249216-05:00,0.29,0.3,3676.16,4267.76,0.7,0.71,4267.76,3676.16
2026-01-02T19:24:04.252083-05:00,0.28,0.3,4052.49,4304.18,0.7,0.72,4304.18,4052.49
2026-01-02T19:24:05.246054-05:00,0.28,0.3,4072.75,4291.7300000000005,0.7,0.72,4291.7300000000005,4072.75
2026-01-02T19:24:06.246973-05:00,0.28,0.3,4072.75,4291.7300000000005,0.7,0.72,4291.7300000000005,4072.75
2026-01-02T19:24:07.347441-05:00,0.28,0.29,3789.16,3875.84,0.71,0.72,3875.84,3789.16
2026-01-02T19:24:08.375514-05:00,0.28,0.29,3789.16,3875.84,0.71,0.72,3875.84,3789.16
2026-01-02T19:24:09.378576-05:00,0.28,0.31,4537.7699999999995,3671.64,0.69,0.72,3671.64,4537.7699999999995
2026-01-02T19:24:10.390041-05:00,0.3,0.31,3637.52,3712.64,0.69,0.7,3712.64,3637.52
2026-01-02T19:24:11.386556-05:00,0.36,0.37,1914.79,2904.07,0.63,0.64,2904.07,1914.79
2026-01-02T19:24:12.435159-05:00,0.38,0.41,2310.1,5008.05,0.59,0.62,5008.05,2310.1
2026-01-02T19:24:13.468803-05:00,0.43,0.44,2266.41,4710.59,0.56,0.57,4710.59,2266.41
2026-01-02T19:24:14.464354-05:00,0.41,0.44,3602.85,4399.96,0.56,0.59,4399.96,3602.85
2026-01-02T19:24:15.465546-05:00,0.46,0.48,3338.61,3967.82,0.52,0.54,3967.82,3338.61
2026-01-02T19:24:16.475586-05:00,0.46,0.48,3659.12,4423.77,0.52,0.54,4423.77,3659.12
2026-01-02T19:24:17.466883-05:00,0.46,0.47,3159.88,4518.47,0.53,0.54,4518.47,3159.88
2026-01-02T19:24:18.463376-05:00,0.45,0.46,3894.46,4074.44,0.54,0.55,4074.44,3894.46
2026-01-02T19:24:19.465536-05:00,0.46,0.48,3914.49,4408.18,0.52,0.54,4408.18,3914.49
2026-01-02T19:24:20.464835-05:00,0.47,0.5,3665.61,4806.97,0.5,0.53,4806.97,3665.61
2026-01-02T19:24:21.467752-05:00,0.47,0.48,3931.64,3594.16,0.52,0.53,3594.16,3931.64
2026-01-02T19:24:22.475916-05:00,0.5,0.52,2873.65,4475.25,0.48,0.5,4475.25,2873.65
2026-01-02T19:24:23.473870-05:00,0.47,0.51,3925.65,4001.98,0.49,0.53,4001.98,3925.65
2026-01-02T19:24:24.464289-05:00,0.5,0.51,3064.37,3489.19,0.49,0.5,3489.19,3064.37
2026-01-02T19:24:25.485631-05:00,0.51,0.52,3325.56,2121.72,0.48,0.49,2121.72,3325.56
2026-01-02T19:24:26.494853-05:00,0.64,0.65,3027.13,860.56,0.35,0.36,860.56,3027.13
2026-01-02T19:24:27.499137-05:00,0.67,0.7,2705.24,1766.32,0.3,0.33,1766.32,2705.24
2026-01-02T19:24:28.494764-05:00,0.74,0.76,2941.69,2566.91,0.24,0.26,2566.91,2941.69
2026-01-02T19:24:29.547782-05:00,0.73,0.77,3431.4,3009.42,0.23,0.27,3009.42,3431.4
2026-01-02T19:24:30.544873-05:00,0.75,0.76,2987.07,2475.88,0.24,0.25,2475.88,2987.07
2026-01-02T19:24:31.582416-05:00,0.78,0.79,2659.28,3847.82,0.21,0.22,3847.82,2659.28
2026-01-02T19:24:32.585371-05:00,0.79,0.8,1926.21,3810.94,0.2,0.21,3810.94,1926.21
2026-01-02T19:24:33.598898-05:00,0.79,0.8,1930.11,3717.8,0.2,0.21,3717.8,1930.11
2026-01-02T19:24:34.591330-05:00,0.78,0.79,2484.53,3404.44,0.21,0.22,3404.44,2484.53
2026-01-02T19:24:35.592509-05:00,0.79,0.8,2828.25,3625.99,0.2,0.21,3625.99,2828.25
2026-01-02T19:24:36.597257-05:00,0.72,0.8,4370.26,3622.34,0.2,0.28,3622.34,4370.26
2026-01-02T19:24:37.589567-05:00,0.78,0.8,3191.41,2910.31,0.2,0.22,2910.31,3191.41
